pais,año,indice_quiebras_eurostat
Euro area – 21 countries (from 2026),2020,-28.8
Euro area – 21 countries (from 2026),2021,-6.5
Euro area – 21 countries (from 2026),2022,23.8
Euro area – 21 countries (from 2026),2023,30.5
Euro area – 21 countries (from 2026),2024,21.9
Euro area – 21 countries (from 2026),2025,4.0
Estonia,2015,-75.0
Estonia,2016,300.3
Estonia,2019,25.1
Estonia,2020,20.0
Estonia,2021,-50.0
Estonia,2022,-33.3
Estonia,2023,99.9
Estonia,2024,25.1
Estonia,2025,20.0
Greece,2022,
Greece,2023,
Greece,2024,
Greece,2025,
Spain,2015,-16.1
Spain,2016,-24.4
Spain,2017,25.5
Spain,2018,-10.2
Spain,2019,11.3
Spain,2020,-3.6
Spain,2021,42.2
Spain,2022,30.6
Spain,2023,-26.4
Spain,2024,74.0
Spain,2025,-12.7
European Union - 27 countries (from 2020),2015,-7.7
European Union - 27 countries (from 2020),2016,-18.9
European Union - 27 countries (from 2020),2017,6.8
European Union - 27 countries (from 2020),2018,-1.2
European Union - 27 countries (from 2020),2019,-6.2
European Union - 27 countries (from 2020),2020,-27.6
European Union - 27 countries (from 2020),2021,-7.5
European Union - 27 countries (from 2020),2022,31.3
European Union - 27 countries (from 2020),2023,44.5
European Union - 27 countries (from 2020),2024,6.2
European Union - 27 countries (from 2020),2025,1.4
Finland,2021,22.4
Finland,2022,10.0
Finland,2023,8.4
Finland,2024,0.7
Finland,2025,4.2
France,2015,-4.4
France,2016,-1.4
France,2017,-2.0
France,2018,-6.7
France,2019,-1.0
France,2020,-29.3
France,2021,-6.8
France,2022,40.0
France,2023,45.9
France,2024,16.3
France,2025,4.3
Croatia,2016,475.4
Croatia,2017,-18.1
Croatia,2018,-42.8
Croatia,2019,-21.6
Croatia,2020,-26.3
Croatia,2021,21.4
Croatia,2022,16.9
Croatia,2023,-22.0
Croatia,2024,22.6
Croatia,2025,-40.2
Hungary,2016,
Hungary,2017,
Hungary,2018,
Hungary,2019,
Hungary,2020,
Hungary,2021,
Hungary,2022,120.5
Hungary,2023,268.9
Hungary,2024,-25.1
Hungary,2025,-8.8
Iceland,2015,-19.9
Iceland,2016,110.6
Iceland,2017,-20.4
Iceland,2018,27.7
Iceland,2019,-25.0
Iceland,2020,-4.5
Iceland,2021,35.0
Iceland,2022,-51.7
Iceland,2023,282.0
Iceland,2024,-58.9
Iceland,2025,31.8
Italy,2015,0.8
Italy,2016,-24.4
Italy,2017,6.5
Italy,2018,-12.6
Italy,2019,-4.3
Italy,2020,-33.7
Italy,2021,20.2
Italy,2022,-25.0
Italy,2023,17.7
Italy,2024,19.0
Italy,2025,14.6
Lithuania,2015,44.1
Lithuania,2016,22.5
Lithuania,2017,11.7
Lithuania,2018,-23.9
Lithuania,2019,-21.6
Lithuania,2020,-55.0
Lithuania,2021,-33.3
Lithuania,2022,108.3
Lithuania,2023,-16.0
Lithuania,2024,38.1
Lithuania,2025,-24.2
Luxembourg,2015,60.5
Luxembourg,2016,-20.8
Luxembourg,2017,-14.3
Luxembourg,2018,16.6
Luxembourg,2019,33.5
Luxembourg,2020,-26.8
Luxembourg,2021,29.2
Luxembourg,2022,-28.3
Luxembourg,2023,-21.1
Luxembourg,2024,46.6
Luxembourg,2025,-11.3
Latvia,2016,41.2
Latvia,2017,0.0
Latvia,2018,-25.0
Latvia,2019,0.0
Latvia,2020,0.0
Latvia,2021,-38.9
Latvia,2022,-27.3
Latvia,2023,25.0
Latvia,2024,20.0
Latvia,2025,-58.3
Montenegro,2022,92.3
Montenegro,2023,-76.0
Montenegro,2024,33.1
Montenegro,2025,
North Macedonia,2021,-33.3
North Macedonia,2022,0.0
North Macedonia,2023,0.0
North Macedonia,2024,25.0
North Macedonia,2025,-40.0
Malta,2022,200.0
Netherlands,2015,-4.9
Netherlands,2016,-32.0
Netherlands,2017,4.5
Netherlands,2018,-3.7
Netherlands,2019,-8.9
Netherlands,2020,-39.6
Netherlands,2021,-12.7
Netherlands,2022,0.0
Netherlands,2023,61.8
Netherlands,2024,35.8
Netherlands,2025,5.4
Norway,2016,-2.9
Norway,2017,7.0
Norway,2018,26.5
Norway,2019,-6.8
Norway,2020,-5.5
Norway,2021,-8.5
Norway,2022,10.2
Norway,2023,27.7
Norway,2024,22.4
Norway,2025,-1.0
Poland,2015,5.0
Poland,2016,-42.9
Poland,2017,58.4
Poland,2018,5.3
Poland,2019,-15.0
Poland,2020,-29.4
Poland,2021,-25.0
Poland,2022,88.9
Poland,2023,17.6
Poland,2024,-25.0
Poland,2025,-6.7
Portugal,2015,188.3
Portugal,2016,-25.3
Portugal,2017,-23.2
Portugal,2018,25.6
Portugal,2019,-37.0
Portugal,2020,41.1
Portugal,2021,-33.3
Portugal,2022,-28.1
Portugal,2023,26.0
Portugal,2024,75.9
Portugal,2025,-15.7
Romania,2016,-50.3
Romania,2017,0.0
Romania,2018,7.1
Romania,2019,10.0
Romania,2020,12.3
Romania,2021,42.0
Romania,2022,-59.2
Romania,2023,4.7
Romania,2024,8.2
Romania,2025,-16.7
Serbia,2022,
Serbia,2023,
Serbia,2024,
Serbia,2025,
Sweden,2022,8.8
Sweden,2023,29.4
Sweden,2024,33.8
Sweden,2025,5.9
Slovenia,2016,3.4
Slovenia,2017,-13.3
Slovenia,2018,49.9
Slovenia,2019,33.4
Slovenia,2020,-36.6
Slovenia,2021,-18.2
Slovenia,2022,14.8
Slovenia,2023,-35.5
Slovenia,2024,59.9
Slovenia,2025,-31.2
Slovakia,2016,-44.4
Slovakia,2017,180.0
Slovakia,2018,0.0
Slovakia,2019,85.7
Slovakia,2020,-42.3
Slovakia,2021,-33.3
Slovakia,2022,0.0
Slovakia,2023,0.0
Slovakia,2024,60.0
Slovakia,2025,12.5
Ukraine,2022,-66.7
Ukraine,2023,567.3
Ukraine,2024,-15.0
Ukraine,2025,-29.4
Kosovo*,2022,-41.7
Kosovo*,2023,0.0
Kosovo*,2024,0.0
Kosovo*,2025,-57.1
Belgium,2015,100.0
Belgium,2016,87.7
Belgium,2017,97.3
Belgium,2018,96.1
Belgium,2019,103.9
Belgium,2020,73.2
Belgium,2021,67.4
Belgium,2022,85.5
Belgium,2023,93.0
Bulgaria,2015,100.0
Bulgaria,2016,62.8
Bulgaria,2017,64.0
Bulgaria,2018,55.2
Bulgaria,2019,57.2
Bulgaria,2020,40.4
Bulgaria,2021,44.9
Bulgaria,2022,51.9
Bulgaria,2023,43.8
Cyprus,2015,100.0
Cyprus,2016,85.7
Cyprus,2017,78.6
Cyprus,2018,85.7
Cyprus,2019,78.6
Cyprus,2020,71.4
Cyprus,2021,57.1
Cyprus,2022,78.6
Cyprus,2023,7.1
Germany,2015,100.0
Germany,2016,92.7
Germany,2017,85.5
Germany,2018,78.0
Germany,2019,76.2
Germany,2020,68.8
Germany,2021,59.4
Germany,2022,62.1
Germany,2023,75.2
Denmark,2015,100.0
Denmark,2016,184.0
Denmark,2017,185.2
Denmark,2018,224.3
Denmark,2019,282.7
Denmark,2020,179.1
Denmark,2021,346.1
Denmark,2022,293.1
Denmark,2023,239.2
Euro area - 19 countries  (2015-2022),2015,100.0
Euro area - 19 countries  (2015-2022),2016,92.6
Euro area - 19 countries  (2015-2022),2017,86.6
Euro area - 19 countries  (2015-2022),2018,85.6
Euro area - 19 countries  (2015-2022),2019,87.0
Euro area - 19 countries  (2015-2022),2020,68.9
Euro area - 19 countries  (2015-2022),2021,84.7
Euro area - 19 countries  (2015-2022),2022,93.8
Euro area - 19 countries  (2015-2022),2023,99.9
Euro area – 20 countries (2023-2025),2015,100.0
Euro area – 20 countries (2023-2025),2016,95.5
Euro area – 20 countries (2023-2025),2017,88.6
Euro area – 20 countries (2023-2025),2018,86.9
Euro area – 20 countries (2023-2025),2019,87.9
Euro area – 20 countries (2023-2025),2020,69.6
Euro area – 20 countries (2023-2025),2021,85.5
Euro area – 20 countries (2023-2025),2022,94.8
Euro area – 20 countries (2023-2025),2023,100.4
Estonia,2015,100.0
Estonia,2016,78.9
Estonia,2017,57.9
Estonia,2018,71.1
Estonia,2019,78.9
Estonia,2020,92.1
Estonia,2021,52.6
Estonia,2022,68.4
Estonia,2023,65.8
Spain,2015,100.0
Spain,2016,94.6
Spain,2017,90.5
Spain,2018,84.3
Spain,2019,94.1
Spain,2020,88.3
Spain,2021,195.4
Spain,2022,256.5
Spain,2023,228.6
European Union - 27 countries (from 2020),2015,100.0
European Union - 27 countries (from 2020),2016,93.2
European Union - 27 countries (from 2020),2017,87.3
European Union - 27 countries (from 2020),2018,87.1
European Union - 27 countries (from 2020),2019,88.1
European Union - 27 countries (from 2020),2020,70.1
European Union - 27 countries (from 2020),2021,85.6
European Union - 27 countries (from 2020),2022,91.7
European Union - 27 countries (from 2020),2023,99.8
France,2015,100.0
France,2016,96.9
France,2017,86.7
France,2018,90.2
France,2019,86.3
France,2020,57.3
France,2021,55.5
France,2022,71.9
France,2023,98.8
Croatia,2015,100.0
Croatia,2016,552.7
Croatia,2017,402.8
Croatia,2018,293.6
Croatia,2019,233.3
Croatia,2020,174.5
Croatia,2021,214.8
Croatia,2022,252.9
Croatia,2023,172.5
Hungary,2015,
Hungary,2016,
Hungary,2017,
Hungary,2018,
Hungary,2019,
Hungary,2020,
Hungary,2021,39.1
Hungary,2022,65.1
Hungary,2023,181.0
Iceland,2015,100.0
Iceland,2016,190.7
Iceland,2017,128.6
Iceland,2018,183.5
Iceland,2019,133.5
Iceland,2020,101.1
Iceland,2021,166.5
Iceland,2022,60.4
Iceland,2023,177.5
Italy,2015,100.0
Italy,2016,94.7
Italy,2017,89.5
Italy,2018,82.6
Italy,2019,81.3
Italy,2020,56.8
Italy,2021,69.9
Italy,2022,53.6
Italy,2023,55.6
Lithuania,2015,100.0
Lithuania,2016,114.6
Lithuania,2017,124.4
Lithuania,2018,102.8
Lithuania,2019,74.2
Lithuania,2020,41.1
Lithuania,2021,42.2
Lithuania,2022,56.1
Lithuania,2023,58.5
Luxembourg,2015,100.0
Luxembourg,2016,135.3
Luxembourg,2017,121.3
Luxembourg,2018,152.9
Luxembourg,2019,166.2
Luxembourg,2020,142.6
Luxembourg,2021,178.7
Luxembourg,2022,136.0
Luxembourg,2023,143.4
Latvia,2015,100.0
Latvia,2016,81.9
Latvia,2017,56.9
Latvia,2018,74.3
Latvia,2019,57.6
Latvia,2020,38.2
Latvia,2021,31.3
Latvia,2022,27.8
Latvia,2023,30.6
Malta,2015,100.0
Malta,2016,150.0
Malta,2017,125.0
Malta,2018,50.0
Malta,2019,225.0
Malta,2020,150.0
Malta,2021,225.0
Malta,2022,175.0
Malta,2023,300.0
Netherlands,2015,100.0
Netherlands,2016,83.2
Netherlands,2017,60.1
Netherlands,2018,50.4
Netherlands,2019,53.7
Netherlands,2020,42.7
Netherlands,2021,26.0
Netherlands,2022,28.3
Netherlands,2023,41.5
Norway,2015,100.0
Norway,2016,92.1
Norway,2017,105.0
Norway,2018,108.3
Norway,2019,116.5
Norway,2020,103.6
Norway,2021,78.1
Norway,2022,82.6
Norway,2023,93.5
Poland,2015,100.0
Poland,2016,75.7
Poland,2017,79.4
Poland,2018,89.7
Poland,2019,79.4
Poland,2020,74.8
Poland,2021,63.6
Poland,2022,57.0
Poland,2023,67.3
Portugal,2015,100.0
Portugal,2016,79.0
Portugal,2017,67.6
Portugal,2018,53.1
Portugal,2019,46.9
Portugal,2020,43.8
Portugal,2021,39.2
Portugal,2022,34.5
Portugal,2023,40.3
Romania,2015,100.0
Romania,2016,46.1
Romania,2017,49.8
Romania,2018,65.2
Romania,2019,79.2
Romania,2020,72.7
Romania,2021,100.4
Romania,2022,38.3
Romania,2023,31.8
Slovenia,2015,100.0
Slovenia,2016,99.6
Slovenia,2017,95.8
Slovenia,2018,97.0
Slovenia,2019,115.6
Slovenia,2020,88.2
Slovenia,2021,75.1
Slovenia,2022,68.8
Slovenia,2023,60.8
Slovakia,2015,100.0
Slovakia,2016,85.3
Slovakia,2017,157.4
Slovakia,2018,335.3
Slovakia,2019,372.1
Slovakia,2020,307.4
Slovakia,2021,291.2
Slovakia,2022,216.2
Slovakia,2023,250.0
Austria,2019,151.5
Austria,2020,100.9
Austria,2021,100.0
Austria,2022,163.1
Austria,2023,194.7
Austria,2024,254.0
Austria,2025,299.4
Belgium,2015,148.4
Belgium,2016,130.2
Belgium,2017,144.4
Belgium,2018,142.5
Belgium,2019,154.2
Belgium,2020,108.6
Belgium,2021,100.0
Belgium,2022,126.9
Belgium,2023,138.1
Belgium,2024,145.7
Belgium,2025,162.7
Bulgaria,2015,222.7
Bulgaria,2016,139.9
Bulgaria,2017,151.1
Bulgaria,2018,123.0
Bulgaria,2019,127.3
Bulgaria,2020,89.9
Bulgaria,2021,100.0
Bulgaria,2022,115.6
Bulgaria,2023,97.5
Bulgaria,2024,69.1
Bulgaria,2025,39.9
Cyprus,2015,175.0
Cyprus,2016,150.0
Cyprus,2017,137.5
Cyprus,2018,150.0
Cyprus,2019,137.5
Cyprus,2020,125.0
Cyprus,2021,100.0
Cyprus,2022,137.5
Cyprus,2023,12.5
Cyprus,2024,87.5
Cyprus,2025,112.5
Czechia,2021,100.0
Czechia,2022,113.3
Czechia,2023,101.3
Czechia,2024,121.1
Czechia,2025,141.5
Germany,2015,168.4
Germany,2016,156.1
Germany,2017,144.0
Germany,2018,131.3
Germany,2019,128.4
Germany,2020,115.8
Germany,2021,100.0
Germany,2022,104.6
Germany,2023,128.5
Germany,2024,172.1
Germany,2025,184.8
Denmark,2015,28.9
Denmark,2016,53.2
Denmark,2017,53.5
Denmark,2018,64.8
Denmark,2019,81.7
Denmark,2020,51.7
Denmark,2021,100.0
Denmark,2022,84.6
Denmark,2023,68.9
Denmark,2024,63.3
Denmark,2025,72.1
Euro area - 19 countries  (2015-2022),2015,173.5
Euro area - 19 countries  (2015-2022),2016,157.1
Euro area - 19 countries  (2015-2022),2017,139.2
Euro area - 19 countries  (2015-2022),2018,131.3
Euro area - 19 countries  (2015-2022),2019,130.2
Euro area - 19 countries  (2015-2022),2020,99.9
Euro area - 19 countries  (2015-2022),2021,100.0
Euro area - 19 countries  (2015-2022),2022,109.1
Euro area - 19 countries  (2015-2022),2023,125.3
Euro area – 20 countries (2023-2025),2015,172.5
Euro area – 20 countries (2023-2025),2016,158.0
Euro area – 20 countries (2023-2025),2017,139.6
Euro area – 20 countries (2023-2025),2018,131.3
Euro area – 20 countries (2023-2025),2019,130.0
Euro area – 20 countries (2023-2025),2020,99.8
Euro area – 20 countries (2023-2025),2021,100.0
Euro area – 20 countries (2023-2025),2022,117.6
Euro area – 20 countries (2023-2025),2023,154.8
Euro area – 20 countries (2023-2025),2024,187.4
Euro area – 20 countries (2023-2025),2025,216.2
Euro area – 21 countries (from 2026),2015,173.1
Euro area – 21 countries (from 2026),2016,157.8
Euro area – 21 countries (from 2026),2017,139.7
Euro area – 21 countries (from 2026),2018,131.2
Euro area – 21 countries (from 2026),2019,130.0
Euro area – 21 countries (from 2026),2020,99.6
Euro area – 21 countries (from 2026),2021,100.0
Euro area – 21 countries (from 2026),2022,117.6
Euro area – 21 countries (from 2026),2023,154.1
Euro area – 21 countries (from 2026),2024,186.0
Euro area – 21 countries (from 2026),2025,214.0
Estonia,2015,190.0
Estonia,2016,150.0
Estonia,2017,110.0
Estonia,2018,135.0
Estonia,2019,150.0
Estonia,2020,175.0
Estonia,2021,100.0
Estonia,2022,130.0
Estonia,2023,125.0
Estonia,2024,170.0
Estonia,2025,175.0
Greece,2021,
Greece,2022,
Greece,2023,1100.0
Greece,2024,1200.0
Greece,2025,2050.0
Spain,2015,51.2
Spain,2016,48.4
Spain,2017,46.3
Spain,2018,43.1
Spain,2019,48.1
Spain,2020,45.2
Spain,2021,100.0
Spain,2022,131.3
Spain,2023,103.2
Spain,2024,139.0
Spain,2025,126.5
European Union - 27 countries (from 2020),2015,170.9
European Union - 27 countries (from 2020),2016,152.1
European Union - 27 countries (from 2020),2017,136.3
European Union - 27 countries (from 2020),2018,129.7
European Union - 27 countries (from 2020),2019,127.4
European Union - 27 countries (from 2020),2020,99.1
European Union - 27 countries (from 2020),2021,100.0
European Union - 27 countries (from 2020),2022,114.6
European Union - 27 countries (from 2020),2023,154.8
European Union - 27 countries (from 2020),2024,178.5
European Union - 27 countries (from 2020),2025,199.9
Finland,2020,89.6
Finland,2021,100.0
Finland,2022,111.8
Finland,2023,137.8
Finland,2024,152.3
Finland,2025,172.2
France,2015,180.2
France,2016,174.5
France,2017,156.1
France,2018,162.5
France,2019,155.6
France,2020,103.2
France,2021,100.0
France,2022,129.4
France,2023,178.9
France,2024,222.6
France,2025,232.5
Croatia,2015,46.5
Croatia,2016,257.2
Croatia,2017,187.5
Croatia,2018,136.6
Croatia,2019,108.6
Croatia,2020,81.2
Croatia,2021,100.0
Croatia,2022,117.7
Croatia,2023,80.3
Croatia,2024,92.4
Croatia,2025,85.4
Hungary,2015,
Hungary,2016,
Hungary,2017,
Hungary,2018,
Hungary,2019,
Hungary,2020,
Hungary,2021,100.0
Hungary,2022,166.5
Hungary,2023,463.0
Hungary,2024,334.3
Hungary,2025,319.8
Iceland,2015,59.7
Iceland,2016,113.9
Iceland,2017,77.2
Iceland,2018,109.2
Iceland,2019,80.5
Iceland,2020,60.4
Iceland,2021,100.0
Iceland,2022,36.6
Iceland,2023,106.9
Iceland,2024,72.3
Iceland,2025,91.1
Italy,2015,143.1
Italy,2016,135.5
Italy,2017,128.1
Italy,2018,118.2
Italy,2019,116.4
Italy,2020,81.3
Italy,2021,100.0
Italy,2022,76.8
Italy,2023,79.6
Italy,2024,87.6
Italy,2025,101.9
Lithuania,2015,237.2
Lithuania,2016,271.9
Lithuania,2017,295.0
Lithuania,2018,243.8
Lithuania,2019,176.0
Lithuania,2020,97.5
Lithuania,2021,100.0
Lithuania,2022,133.1
Lithuania,2023,138.8
Lithuania,2024,143.0
Lithuania,2025,114.0
Luxembourg,2015,56.2
Luxembourg,2016,75.9
Luxembourg,2017,67.5
Luxembourg,2018,85.5
Luxembourg,2019,93.6
Luxembourg,2020,77.9
Luxembourg,2021,100.0
Luxembourg,2022,74.7
Luxembourg,2023,76.7
Luxembourg,2024,94.4
Luxembourg,2025,101.6
Latvia,2015,313.0
Latvia,2016,256.5
Latvia,2017,178.3
Latvia,2018,234.8
Latvia,2019,180.4
Latvia,2020,119.6
Latvia,2021,100.0
Latvia,2022,87.0
Latvia,2023,95.7
Latvia,2024,89.1
Latvia,2025,87.0
Montenegro,2021,100.0
Montenegro,2022,116.0
Montenegro,2023,51.9
Montenegro,2024,46.9
Montenegro,2025,
North Macedonia,2020,150.0
North Macedonia,2021,100.0
North Macedonia,2022,60.0
North Macedonia,2023,60.0
North Macedonia,2024,85.0
North Macedonia,2025,95.0
Malta,2015,50.0
Malta,2016,60.0
Malta,2017,50.0
Malta,2018,30.0
Malta,2019,100.0
Malta,2020,80.0
Malta,2021,100.0
Malta,2022,110.0
Malta,2023,170.0
Malta,2024,160.0
Malta,2025,50.0
Netherlands,2015,384.4
Netherlands,2016,319.9
Netherlands,2017,231.2
Netherlands,2018,193.9
Netherlands,2019,206.3
Netherlands,2020,164.2
Netherlands,2021,100.0
Netherlands,2022,108.6
Netherlands,2023,160.2
Netherlands,2024,219.0
Netherlands,2025,190.1
Norway,2015,128.1
Norway,2016,118.0
Norway,2017,134.5
Norway,2018,138.8
Norway,2019,149.2
Norway,2020,132.8
Norway,2021,100.0
Norway,2022,105.8
Norway,2023,119.8
Norway,2024,142.6
Norway,2025,161.4
Poland,2015,155.9
Poland,2016,119.1
Poland,2017,125.0
Poland,2018,141.2
Poland,2019,125.0
Poland,2020,117.6
Poland,2021,100.0
Poland,2022,89.7
Poland,2023,105.9
Poland,2024,108.8
Poland,2025,88.2
Portugal,2015,254.9
Portugal,2016,201.3
Portugal,2017,172.3
Portugal,2018,135.3
Portugal,2019,119.6
Portugal,2020,111.6
Portugal,2021,100.0
Portugal,2022,87.9
Portugal,2023,102.7
Portugal,2024,108.9
Portugal,2025,115.6
Romania,2015,99.6
Romania,2016,45.9
Romania,2017,49.6
Romania,2018,64.9
Romania,2019,79.0
Romania,2020,72.4
Romania,2021,100.0
Romania,2022,38.1
Romania,2023,31.7
Romania,2024,36.4
Romania,2025,43.3
Serbia,2021,
Serbia,2022,
Serbia,2023,
Serbia,2024,
Serbia,2025,
Sweden,2021,100.0
Sweden,2022,102.9
Sweden,2023,123.7
Sweden,2024,179.0
Sweden,2025,175.4
Slovenia,2015,133.1
Slovenia,2016,132.6
Slovenia,2017,127.5
Slovenia,2018,129.2
Slovenia,2019,153.9
Slovenia,2020,117.4
Slovenia,2021,100.0
Slovenia,2022,91.6
Slovenia,2023,80.9
Slovenia,2024,82.0
Slovenia,2025,90.4
Slovakia,2015,34.3
Slovakia,2016,29.3
Slovakia,2017,54.0
Slovakia,2018,115.2
Slovakia,2019,127.8
Slovakia,2020,105.6
Slovakia,2021,100.0
Slovakia,2022,74.2
Slovakia,2023,85.9
Slovakia,2024,90.9
Slovakia,2025,119.2
Ukraine,2021,100.0
Ukraine,2022,57.3
Ukraine,2023,112.1
Ukraine,2024,131.5
Ukraine,2025,118.5
Kosovo*,2021,100.0
Kosovo*,2022,120.1
Kosovo*,2023,133.8
Kosovo*,2024,172.7
Kosovo*,2025,110.8
Austria,2020,-33.4
Austria,2021,-0.9
Austria,2022,63.1
Austria,2023,19.4
Austria,2024,30.5
Austria,2025,17.9
Belgium,2015,-3.8
Belgium,2016,-12.3
Belgium,2017,10.9
Belgium,2018,-1.3
Belgium,2019,8.2
Belgium,2020,-29.6
Belgium,2021,-7.9
Belgium,2022,26.9
Belgium,2023,8.8
Belgium,2024,5.5
Belgium,2025,11.7
Bulgaria,2015,-6.6
Bulgaria,2016,-37.2
Bulgaria,2017,8.0
Bulgaria,2018,-18.6
Bulgaria,2019,3.5
Bulgaria,2020,-29.4
Bulgaria,2021,11.2
Bulgaria,2022,15.6
Bulgaria,2023,-15.7
Bulgaria,2024,-29.1
Bulgaria,2025,-42.3
Cyprus,2016,-14.3
Cyprus,2017,-8.3
Cyprus,2018,9.1
Cyprus,2019,-8.3
Cyprus,2020,-9.1
Cyprus,2021,-20.0
Cyprus,2022,37.5
Cyprus,2023,-90.9
Cyprus,2024,600.0
Cyprus,2025,28.6
Czechia,2022,13.3
Czechia,2023,-10.6
Czechia,2024,19.5
Czechia,2025,16.8
Germany,2015,1.3
Germany,2016,-7.3
Germany,2017,-7.8
Germany,2018,-8.8
Germany,2019,-2.2
Germany,2020,-9.8
Germany,2021,-13.6
Germany,2022,4.6
Germany,2023,22.8
Germany,2024,33.9
Germany,2025,7.4
Denmark,2015,-12.7
Denmark,2016,84.1
Denmark,2017,0.6
Denmark,2018,21.1
Denmark,2019,26.1
Denmark,2020,-36.7
Denmark,2021,93.4
Denmark,2022,-15.4
Denmark,2023,-18.6
Denmark,2024,-8.1
Denmark,2025,13.9
Euro area - 19 countries  (2015-2022),2015,0.0
Euro area - 19 countries  (2015-2022),2016,-9.5
Euro area - 19 countries  (2015-2022),2017,-11.4
Euro area - 19 countries  (2015-2022),2018,-5.7
Euro area - 19 countries  (2015-2022),2019,-0.8
Euro area - 19 countries  (2015-2022),2020,-23.3
Euro area - 19 countries  (2015-2022),2021,0.1
Euro area - 19 countries  (2015-2022),2022,9.1
Euro area - 19 countries  (2015-2022),2023,14.8
Euro area – 20 countries (2023-2025),2015,0.1
Euro area – 20 countries (2023-2025),2016,-8.4
Euro area – 20 countries (2023-2025),2017,-11.6
Euro area – 20 countries (2023-2025),2018,-5.9
Euro area – 20 countries (2023-2025),2019,-1.0
Euro area – 20 countries (2023-2025),2020,-23.2
Euro area – 20 countries (2023-2025),2021,0.2
Euro area – 20 countries (2023-2025),2022,17.6
Euro area – 20 countries (2023-2025),2023,31.6
Euro area – 20 countries (2023-2025),2024,21.1
Euro area – 20 countries (2023-2025),2025,15.4
Euro area – 21 countries (from 2026),2015,-0.1
Euro area – 21 countries (from 2026),2016,-8.8
Euro area – 21 countries (from 2026),2017,-11.5
Euro area – 21 countries (from 2026),2018,-6.1
Euro area – 21 countries (from 2026),2019,-0.9
Euro area – 21 countries (from 2026),2020,-23.4
Euro area – 21 countries (from 2026),2021,0.4
Euro area – 21 countries (from 2026),2022,17.6
Euro area – 21 countries (from 2026),2023,31.0
Euro area – 21 countries (from 2026),2024,20.7
Euro area – 21 countries (from 2026),2025,15.1
Estonia,2015,26.7
Estonia,2016,-21.1
Estonia,2017,-26.7
Estonia,2018,22.7
Estonia,2019,11.1
Estonia,2020,16.7
Estonia,2021,-42.9
Estonia,2022,30.0
Estonia,2023,-3.8
Estonia,2024,36.0
Estonia,2025,2.9
Greece,2022,
Greece,2023,
Greece,2024,9.1
Greece,2025,70.8
Spain,2015,-21.2
Spain,2016,-5.5
Spain,2017,-4.3
Spain,2018,-6.9
Spain,2019,11.6
Spain,2020,-6.0
Spain,2021,121.2
Spain,2022,31.3
Spain,2023,-21.4
Spain,2024,34.7
Spain,2025,-9.0
European Union - 27 countries (from 2020),2015,-3.3
European Union - 27 countries (from 2020),2016,-11.0
European Union - 27 countries (from 2020),2017,-10.4
European Union - 27 countries (from 2020),2018,-4.8
European Union - 27 countries (from 2020),2019,-1.8
European Union - 27 countries (from 2020),2020,-22.2
European Union - 27 countries (from 2020),2021,0.9
European Union - 27 countries (from 2020),2022,14.6
European Union - 27 countries (from 2020),2023,35.1
European Union - 27 countries (from 2020),2024,15.3
European Union - 27 countries (from 2020),2025,12.0
Finland,2021,11.6
Finland,2022,11.8
Finland,2023,23.3
Finland,2024,10.5
Finland,2025,13.1
France,2015,-1.9
France,2016,-3.2
France,2017,-10.5
France,2018,4.1
France,2019,-4.2
France,2020,-33.7
France,2021,-3.1
France,2022,29.4
France,2023,38.3
France,2024,24.4
France,2025,4.4
Croatia,2016,453.1
Croatia,2017,-27.1
Croatia,2018,-27.1
Croatia,2019,-20.5
Croatia,2020,-25.2
Croatia,2021,23.2
Croatia,2022,17.7
Croatia,2023,-31.8
Croatia,2024,15.1
Croatia,2025,-7.6
Hungary,2016,
Hungary,2017,
Hungary,2018,
Hungary,2019,
Hungary,2020,
Hungary,2021,
Hungary,2022,66.5
Hungary,2023,178.1
Hungary,2024,-27.8
Hungary,2025,-4.3
Iceland,2015,-23.4
Iceland,2016,90.8
Iceland,2017,-32.2
Iceland,2018,41.5
Iceland,2019,-26.3
Iceland,2020,-25.0
Iceland,2021,65.6
Iceland,2022,-63.4
Iceland,2023,192.1
Iceland,2024,-32.4
Iceland,2025,26.0
Italy,2015,3.5
Italy,2016,-5.3
Italy,2017,-5.5
Italy,2018,-7.7
Italy,2019,-1.5
Italy,2020,-30.2
Italy,2021,23.0
Italy,2022,-23.2
Italy,2023,3.6
Italy,2024,10.1
Italy,2025,16.3
Lithuania,2015,31.6
Lithuania,2016,14.6
Lithuania,2017,8.5
Lithuania,2018,-17.4
Lithuania,2019,-27.8
Lithuania,2020,-44.6
Lithuania,2021,2.6
Lithuania,2022,33.1
Lithuania,2023,4.3
Lithuania,2024,3.0
Lithuania,2025,-20.3
Luxembourg,2015,2.2
Luxembourg,2016,35.1
Luxembourg,2017,-11.1
Luxembourg,2018,26.7
Luxembourg,2019,9.5
Luxembourg,2020,-16.8
Luxembourg,2021,28.4
Luxembourg,2022,-25.3
Luxembourg,2023,2.7
Luxembourg,2024,23.1
Luxembourg,2025,7.6
Latvia,2016,-18.1
Latvia,2017,-30.5
Latvia,2018,31.7
Latvia,2019,-23.2
Latvia,2020,-33.7
Latvia,2021,-16.4
Latvia,2022,-13.0
Latvia,2023,10.0
Latvia,2024,-6.9
Latvia,2025,-2.4
Montenegro,2022,16.0
Montenegro,2023,-55.3
Montenegro,2024,-9.6
Montenegro,2025,
